pet_type,pet_category,food_name,ingredients,description,label
cat,adult,caffeine food,"caffeine, additives",caffeine containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,grapes food,"grapes, additives",grapes containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,oil residue food,"oil residue, additives",oil residue containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,caffeine food,"caffeine, additives",caffeine containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,detergent food,"detergent, additives",detergent containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,onion food,"onion, additives",onion containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,caffeine food,"caffeine, additives",caffeine containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,detergent food,"detergent, additives",detergent containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,raisins food,"raisins, additives",raisins containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,ammonia food,"ammonia, additives",ammonia containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,onion food,"onion, additives",onion containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,raisins food,"raisins, additives",raisins containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,garlic food,"garlic, additives",garlic containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,caffeine food,"caffeine, additives",caffeine containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,alcohol food,"alcohol, additives",alcohol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,salt overdose food,"salt overdose, additives",salt overdose containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,caffeine food,"caffeine, additives",caffeine containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,detergent food,"detergent, additives",detergent containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,detergent food,"detergent, additives",detergent containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,raisins food,"raisins, additives",raisins containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,raisins food,"raisins, additives",raisins containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,avocado food,"avocado, additives",avocado containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,caffeine food,"caffeine, additives",caffeine containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,detergent food,"detergent, additives",detergent containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,raisins food,"raisins, additives",raisins containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,onion food,"onion, additives",onion containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,garlic food,"garlic, additives",garlic containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,ammonia food,"ammonia, additives",ammonia containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,garlic food,"garlic, additives",garlic containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,onion food,"onion, additives",onion containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,oil residue food,"oil residue, additives",oil residue containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,grapes food,"grapes, additives",grapes containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,alcohol food,"alcohol, additives",alcohol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,salt overdose food,"salt overdose, additives",salt overdose containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,raisins food,"raisins, additives",raisins containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,salt overdose food,"salt overdose, additives",salt overdose containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,alcohol food,"alcohol, additives",alcohol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,avocado food,"avocado, additives",avocado containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,grapes food,"grapes, additives",grapes containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,avocado food,"avocado, additives",avocado containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,garlic food,"garlic, additives",garlic containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,onion food,"onion, additives",onion containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,garlic food,"garlic, additives",garlic containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,garlic food,"garlic, additives",garlic containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,ammonia food,"ammonia, additives",ammonia containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,onion food,"onion, additives",onion containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,onion food,"onion, additives",onion containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,alcohol food,"alcohol, additives",alcohol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,detergent food,"detergent, additives",detergent containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,soap food,"soap, additives",soap containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,detergent food,"detergent, additives",detergent containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,caffeine food,"caffeine, additives",caffeine containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,ammonia food,"ammonia, additives",ammonia containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,alcohol food,"alcohol, additives",alcohol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,detergent food,"detergent, additives",detergent containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,alcohol food,"alcohol, additives",alcohol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,soap food,"soap, additives",soap containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,salt overdose food,"salt overdose, additives",salt overdose containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,grapes food,"grapes, additives",grapes containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,caffeine food,"caffeine, additives",caffeine containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,oil residue food,"oil residue, additives",oil residue containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,grapes food,"grapes, additives",grapes containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,avocado food,"avocado, additives",avocado containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,oil residue food,"oil residue, additives",oil residue containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,soap food,"soap, additives",soap containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,salt overdose food,"salt overdose, additives",salt overdose containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,ammonia food,"ammonia, additives",ammonia containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
cat,adult,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for cat (adult) and should be avoided.,unsafe
bird,small,rice meal,"rice, vitamins, minerals",rice based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,pumpkin meal,"pumpkin, vitamins, minerals",pumpkin based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,lamb meal,"lamb, vitamins, minerals",lamb based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,pumpkin meal,"pumpkin, vitamins, minerals",pumpkin based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,pumpkin meal,"pumpkin, vitamins, minerals",pumpkin based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,shrimp meal,"shrimp, vitamins, minerals",shrimp based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,shrimp meal,"shrimp, vitamins, minerals",shrimp based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,millet meal,"millet, vitamins, minerals",millet based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,oats meal,"oats, vitamins, minerals",oats based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,chicken meal,"chicken, vitamins, minerals",chicken based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,duck meal,"duck, vitamins, minerals",duck based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,tuna meal,"tuna, vitamins, minerals",tuna based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,carrot meal,"carrot, vitamins, minerals",carrot based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,sweet potato meal,"sweet potato, vitamins, minerals",sweet potato based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,carrot meal,"carrot, vitamins, minerals",carrot based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,fish meal meal,"fish meal, vitamins, minerals",fish meal based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,peas meal,"peas, vitamins, minerals",peas based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,carrot meal,"carrot, vitamins, minerals",carrot based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,rice meal,"rice, vitamins, minerals",rice based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,spinach meal,"spinach, vitamins, minerals",spinach based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,turkey meal,"turkey, vitamins, minerals",turkey based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,pumpkin meal,"pumpkin, vitamins, minerals",pumpkin based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,duck meal,"duck, vitamins, minerals",duck based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,broccoli meal,"broccoli, vitamins, minerals",broccoli based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,duck meal,"duck, vitamins, minerals",duck based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,lamb meal,"lamb, vitamins, minerals",lamb based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,shrimp meal,"shrimp, vitamins, minerals",shrimp based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,sunflower seeds meal,"sunflower seeds, vitamins, minerals",sunflower seeds based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,millet meal,"millet, vitamins, minerals",millet based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,rice meal,"rice, vitamins, minerals",rice based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,duck meal,"duck, vitamins, minerals",duck based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,oats meal,"oats, vitamins, minerals",oats based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,fish meal meal,"fish meal, vitamins, minerals",fish meal based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,fish meal meal,"fish meal, vitamins, minerals",fish meal based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,brown rice meal,"brown rice, vitamins, minerals",brown rice based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,pumpkin meal,"pumpkin, vitamins, minerals",pumpkin based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,oats meal,"oats, vitamins, minerals",oats based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,carrot meal,"carrot, vitamins, minerals",carrot based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,carrot meal,"carrot, vitamins, minerals",carrot based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,pumpkin meal,"pumpkin, vitamins, minerals",pumpkin based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,turkey meal,"turkey, vitamins, minerals",turkey based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,sunflower seeds meal,"sunflower seeds, vitamins, minerals",sunflower seeds based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,fish meal meal,"fish meal, vitamins, minerals",fish meal based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,spinach meal,"spinach, vitamins, minerals",spinach based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,pumpkin meal,"pumpkin, vitamins, minerals",pumpkin based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,turkey meal,"turkey, vitamins, minerals",turkey based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,egg meal,"egg, vitamins, minerals",egg based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,salmon meal,"salmon, vitamins, minerals",salmon based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,lamb meal,"lamb, vitamins, minerals",lamb based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,peas meal,"peas, vitamins, minerals",peas based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,oats meal,"oats, vitamins, minerals",oats based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,fish meal meal,"fish meal, vitamins, minerals",fish meal based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,duck meal,"duck, vitamins, minerals",duck based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,lamb meal,"lamb, vitamins, minerals",lamb based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,peas meal,"peas, vitamins, minerals",peas based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,shrimp meal,"shrimp, vitamins, minerals",shrimp based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,sweet potato meal,"sweet potato, vitamins, minerals",sweet potato based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,salmon meal,"salmon, vitamins, minerals",salmon based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,oats meal,"oats, vitamins, minerals",oats based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,millet meal,"millet, vitamins, minerals",millet based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,egg meal,"egg, vitamins, minerals",egg based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,salmon meal,"salmon, vitamins, minerals",salmon based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,rice meal,"rice, vitamins, minerals",rice based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,salmon meal,"salmon, vitamins, minerals",salmon based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,sweet potato meal,"sweet potato, vitamins, minerals",sweet potato based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,chicken meal,"chicken, vitamins, minerals",chicken based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,brown rice meal,"brown rice, vitamins, minerals",brown rice based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,sweet potato meal,"sweet potato, vitamins, minerals",sweet potato based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,rice meal,"rice, vitamins, minerals",rice based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,peas meal,"peas, vitamins, minerals",peas based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,chicken meal,"chicken, vitamins, minerals",chicken based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,shrimp meal,"shrimp, vitamins, minerals",shrimp based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,spinach meal,"spinach, vitamins, minerals",spinach based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,oats meal,"oats, vitamins, minerals",oats based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,broccoli meal,"broccoli, vitamins, minerals",broccoli based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,fish meal meal,"fish meal, vitamins, minerals",fish meal based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,peas meal,"peas, vitamins, minerals",peas based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,rice meal,"rice, vitamins, minerals",rice based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,pumpkin meal,"pumpkin, vitamins, minerals",pumpkin based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,peas meal,"peas, vitamins, minerals",peas based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,millet meal,"millet, vitamins, minerals",millet based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,chicken meal,"chicken, vitamins, minerals",chicken based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,shrimp meal,"shrimp, vitamins, minerals",shrimp based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,carrot meal,"carrot, vitamins, minerals",carrot based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,pumpkin meal,"pumpkin, vitamins, minerals",pumpkin based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,brown rice meal,"brown rice, vitamins, minerals",brown rice based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,tuna meal,"tuna, vitamins, minerals",tuna based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,shrimp meal,"shrimp, vitamins, minerals",shrimp based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,tuna meal,"tuna, vitamins, minerals",tuna based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,oats meal,"oats, vitamins, minerals",oats based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,sweet potato meal,"sweet potato, vitamins, minerals",sweet potato based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,fish meal meal,"fish meal, vitamins, minerals",fish meal based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,brown rice meal,"brown rice, vitamins, minerals",brown rice based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,pumpkin meal,"pumpkin, vitamins, minerals",pumpkin based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,carrot meal,"carrot, vitamins, minerals",carrot based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,turkey meal,"turkey, vitamins, minerals",turkey based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,carrot meal,"carrot, vitamins, minerals",carrot based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,egg meal,"egg, vitamins, minerals",egg based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,oats meal,"oats, vitamins, minerals",oats based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,rice meal,"rice, vitamins, minerals",rice based nutritious meal suitable for bird (small) providing essential proteins vitamins and minerals.,safe
bird,small,soybean snack,"soybean, wheat, corn",soybean based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,peanut butter snack,"peanut butter, wheat, corn",peanut butter based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,banana snack,"banana, wheat, corn",banana based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,apple snack,"apple, wheat, corn",apple based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,soybean snack,"soybean, wheat, corn",soybean based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,banana snack,"banana, wheat, corn",banana based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,banana snack,"banana, wheat, corn",banana based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,soybean snack,"soybean, wheat, corn",soybean based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,soybean snack,"soybean, wheat, corn",soybean based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,potato snack,"potato, wheat, corn",potato based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,milk snack,"milk, wheat, corn",milk based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,apple snack,"apple, wheat, corn",apple based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,milk snack,"milk, wheat, corn",milk based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,banana snack,"banana, wheat, corn",banana based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,coconut snack,"coconut, wheat, corn",coconut based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,potato snack,"potato, wheat, corn",potato based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,wheat snack,"wheat, wheat, corn",wheat based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,peanut butter snack,"peanut butter, wheat, corn",peanut butter based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,bread snack,"bread, wheat, corn",bread based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,peanut butter snack,"peanut butter, wheat, corn",peanut butter based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,cheese snack,"cheese, wheat, corn",cheese based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,yogurt snack,"yogurt, wheat, corn",yogurt based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,cheese snack,"cheese, wheat, corn",cheese based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,wheat snack,"wheat, wheat, corn",wheat based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,cheese snack,"cheese, wheat, corn",cheese based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,banana snack,"banana, wheat, corn",banana based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,apple snack,"apple, wheat, corn",apple based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,mango snack,"mango, wheat, corn",mango based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,potato snack,"potato, wheat, corn",potato based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,apple snack,"apple, wheat, corn",apple based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,apple snack,"apple, wheat, corn",apple based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,cheese snack,"cheese, wheat, corn",cheese based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,banana snack,"banana, wheat, corn",banana based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,yogurt snack,"yogurt, wheat, corn",yogurt based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,honey snack,"honey, wheat, corn",honey based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,wheat snack,"wheat, wheat, corn",wheat based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
bird,small,bread snack,"bread, wheat, corn",bread based food occasionally acceptable for bird (small) but should be given in limited quantities.,moderate
